연월,보험사,상품카테고리,연령대,성별,가입건수,청구건수,경과보험료_원,청구금액_원,손해율(%)
2024-04,해피손해보험,실손,20대,남성,1378,40,13158000,10123000,76.9
2024-04,해피손해보험,실손,20대,여성,1449,45,14612000,11894000,81.4
2024-04,해피손해보험,실손,30대,남성,1673,53,19786000,15636000,79.0
2024-04,해피손해보험,실손,30대,여성,1707,54,20935000,17808000,85.1
2024-04,해피손해보험,실손,40대,남성,1513,49,22986000,19128000,83.2
2024-04,해피손해보험,실손,40대,여성,1634,54,25714000,21929000,85.3
2024-04,해피손해보험,실손,50대,남성,1289,48,24354000,20974000,86.1
2024-04,해피손해보험,실손,50대,여성,1317,49,26289000,23392000,89.0
2024-04,해피손해보험,실손,60대,남성,852,34,19077000,17204000,90.2
2024-04,해피손해보험,실손,60대,여성,888,35,20330000,18955000,93.2
2024-04,조녁생명,종신,30대,남성,439,2,44218000,33639000,76.1
2024-04,조녁생명,종신,30대,여성,440,3,40743000,29883000,73.3
2024-04,조녁생명,종신,40대,남성,527,3,83293000,65509000,78.6
2024-04,조녁생명,종신,40대,여성,506,4,73266000,54017000,73.7
2024-04,조녁생명,종신,50대,남성,471,4,101313000,81089000,80.0
2024-04,조녁생명,종신,50대,여성,464,3,94486000,73429000,77.7
2024-04,조녁생명,종신,60대,남성,320,2,90042000,75056000,83.4
2024-04,조녁생명,종신,60대,여성,319,3,83829000,69558000,83.0
2024-04,조녁생명,종신,70대,남성,196,2,66075000,58074000,87.9
2024-04,조녁생명,종신,70대,여성,187,1,58659000,48493000,82.7
2024-04,미래라이프,종신,30대,남성,474,2,41635000,29775000,71.5
2024-04,미래라이프,종신,30대,여성,496,3,40493000,29526000,72.9
2024-04,미래라이프,종신,40대,남성,564,3,78807000,58423000,74.1
2024-04,미래라이프,종신,40대,여성,574,3,73742000,52331000,71.0
2024-04,미래라이프,종신,50대,남성,524,4,101760000,79040000,77.7
2024-04,미래라이프,종신,50대,여성,514,4,91690000,69780000,76.1
2024-04,미래라이프,종신,60대,남성,370,3,94437000,74498000,78.9
2024-04,미래라이프,종신,60대,여성,371,4,87585000,68840000,78.6
2024-04,미래라이프,종신,70대,남성,214,2,62225000,52717000,84.7
2024-04,미래라이프,종신,70대,여성,220,2,59595000,48649000,81.6
2024-04,정원손해보험,화재,30대,남성,278,3,4913000,4015000,81.7
2024-04,정원손해보험,화재,30대,여성,266,3,4826000,3894000,80.7
2024-04,정원손해보험,화재,40대,남성,396,4,9249000,7411000,80.1
2024-04,정원손해보험,화재,40대,여성,396,4,9383000,7810000,83.2
2024-04,정원손해보험,화재,50대,남성,460,5,14639000,12130000,82.9
2024-04,정원손해보험,화재,50대,여성,461,6,14570000,12479000,85.6
2024-04,정원손해보험,화재,60대,남성,346,4,15609000,13578000,87.0
2024-04,정원손해보험,화재,60대,여성,357,5,15992000,14118000,88.3
2024-04,해피손해보험,화재,30대,남성,307,4,4968000,4030000,81.1
2024-04,해피손해보험,화재,30대,여성,295,3,4785000,4020000,84.0
2024-04,해피손해보험,화재,40대,남성,454,5,9872000,8301000,84.1
2024-04,해피손해보험,화재,40대,여성,453,5,10035000,8569000,85.4
2024-04,해피손해보험,화재,50대,남성,507,7,14598000,12406000,85.0
2024-04,해피손해보험,화재,50대,여성,528,7,15464000,13477000,87.2
2024-04,해피손해보험,화재,60대,남성,393,5,15926000,14192000,89.1
2024-04,해피손해보험,화재,60대,여성,400,6,16444000,15061000,91.6
2024-05,정원손해보험,자동차,20대,남성,1372,50,139017000,126529000,91.0
2024-05,정원손해보험,자동차,20대,여성,1136,40,98966000,86052000,87.0
2024-05,정원손해보험,자동차,30대,남성,1727,54,133963000,112039000,83.6
2024-05,정원손해보험,자동차,30대,여성,1482,43,98346000,80802000,82.2
2024-05,정원손해보험,자동차,40대,남성,1581,47,110611000,90025000,81.4
2024-05,정원손해보험,자동차,40대,여성,1364,39,83697000,67134000,80.2
2024-05,정원손해보험,자동차,50대,남성,1301,41,98427000,84825000,86.2
2024-05,정원손해보험,자동차,50대,여성,1034,32,65594000,54156000,82.6
2024-05,해피손해보험,자동차,20대,남성,1520,72,143104000,160028000,111.8
2024-05,해피손해보험,자동차,20대,여성,1301,45,104292000,93287000,89.4
2024-05,해피손해보험,자동차,30대,남성,1890,60,134325000,117073000,87.2
2024-05,해피손해보험,자동차,30대,여성,1600,51,97605000,79848000,81.8
2024-05,해피손해보험,자동차,40대,남성,1735,53,114153000,93018000,81.5
2024-05,해피손해보험,자동차,40대,여성,1525,44,84751000,66487000,78.4
2024-05,해피손해보험,자동차,50대,남성,1438,48,99794000,86492000,86.7
2024-05,해피손해보험,자동차,50대,여성,1197,37,72344000,60575000,83.7
2024-05,조녁생명,어린이,0-1세,남성,541,29,31560000,28300000,89.7
2024-05,조녁생명,어린이,0-1세,여성,507,28,30455000,27079000,88.9
2024-05,조녁생명,어린이,2-5세,남성,967,47,38320000,33143000,86.5
2024-05,조녁생명,어린이,2-5세,여성,869,43,33908000,28828000,85.0
2024-05,조녁생명,어린이,6-10세,남성,1056,51,32982000,28475000,86.3
2024-05,조녁생명,어린이,6-10세,여성,981,45,30393000,25961000,85.4
2024-05,조녁생명,어린이,11-15세,남성,784,34,20973000,17409000,83.0
2024-05,조녁생명,어린이,11-15세,여성,745,34,19861000,16197000,81.6
2024-05,미래라이프,어린이,0-1세,남성,608,34,31771000,27461000,86.4
2024-05,미래라이프,어린이,0-1세,여성,561,30,29184000,25066000,85.9
2024-05,미래라이프,어린이,2-5세,남성,1079,52,37293000,31935000,85.6
2024-05,미래라이프,어린이,2-5세,여성,968,48,34247000,28290000,82.6
2024-05,미래라이프,어린이,6-10세,남성,1206,59,33112000,27750000,83.8
2024-05,미래라이프,어린이,6-10세,여성,1124,54,31186000,25693000,82.4
2024-05,미래라이프,어린이,11-15세,남성,876,39,20711000,16510000,79.7
2024-05,미래라이프,어린이,11-15세,여성,845,36,19746000,15490000,78.4
2024-05,정원손해보험,어린이,0-1세,남성,553,30,30765000,27491000,89.4
2024-05,정원손해보험,어린이,0-1세,여성,531,29,29226000,25316000,86.6
2024-05,정원손해보험,어린이,2-5세,남성,953,46,34627000,29626000,85.6
2024-05,정원손해보험,어린이,2-5세,여성,918,45,33673000,28868000,85.7
2024-05,정원손해보험,어린이,6-10세,남성,1074,51,31324000,26114000,83.4
2024-05,정원손해보험,어린이,6-10세,여성,1022,50,29275000,24381000,83.3
2024-05,정원손해보험,어린이,11-15세,남성,797,36,19762000,16172000,81.8
2024-05,정원손해보험,어린이,11-15세,여성,788,35,19968000,16051000,80.4
2024-05,해피손해보험,어린이,0-1세,남성,619,34,30941000,27888000,90.1
2024-05,해피손해보험,어린이,0-1세,여성,573,31,28620000,25054000,87.5
2024-05,해피손해보험,어린이,2-5세,남성,1090,55,36506000,32072000,87.9
2024-05,해피손해보험,어린이,2-5세,여성,996,50,33455000,28955000,86.5
2024-05,해피손해보험,어린이,6-10세,남성,1235,57,33455000,27736000,82.9
2024-05,해피손해보험,어린이,6-10세,여성,1177,58,31911000,26884000,84.2
2024-05,해피손해보험,어린이,11-15세,남성,880,39,20078000,16586000,82.6
2024-05,해피손해보험,어린이,11-15세,여성,858,37,19949000,16169000,81.1
2024-05,조녁생명,실손,20대,남성,1266,33,14343000,11198000,78.1
2024-05,조녁생명,실손,20대,여성,1272,34,14910000,11841000,79.4
2024-05,조녁생명,실손,30대,남성,1484,42,19900000,15451000,77.6
2024-05,조녁생명,실손,30대,여성,1531,46,21790000,18025000,82.7
2024-05,조녁생명,실손,40대,남성,1355,38,24204000,19665000,81.2
2024-05,조녁생명,실손,40대,여성,1410,42,25571000,21567000,84.3
2024-05,조녁생명,실손,50대,남성,1063,33,23650000,20496000,86.7
2024-05,조녁생명,실손,50대,여성,1115,38,25839000,22501000,87.1
2024-05,조녁생명,실손,60대,남성,713,25,18763000,16928000,90.2
2024-05,조녁생명,실손,60대,여성,763,28,20310000,18956000,93.3
2024-05,미래라이프,실손,20대,남성,1410,37,14193000,10576000,74.5
2024-05,미래라이프,실손,20대,여성,1453,40,15045000,11873000,78.9
2024-05,미래라이프,실손,30대,남성,1634,47,19623000,15038000,76.6
2024-05,미래라이프,실손,30대,여성,1694,49,21532000,17128000,79.5
2024-05,미래라이프,실손,40대,남성,1533,46,23982000,18678000,77.9
2024-05,미래라이프,실손,40대,여성,1543,46,24983000,20212000,80.9
2024-05,미래라이프,실손,50대,남성,1235,41,24380000,20303000,83.3
2024-05,미래라이프,실손,50대,여성,1305,44,26181000,22436000,85.7
2024-05,미래라이프,실손,60대,남성,806,29,18392000,16149000,87.8
2024-05,미래라이프,실손,60대,여성,857,31,20338000,18370000,90.3
2024-05,정원손해보험,실손,20대,남성,1269,35,13404000,9998000,74.6
2024-05,정원손해보험,실손,20대,여성,1354,39,14435000,11538000,79.9
2024-05,정원손해보험,실손,30대,남성,1497,40,18710000,14126000,75.5
2024-05,정원손해보험,실손,30대,여성,1583,46,20802000,16487000,79.3
2024-05,정원손해보험,실손,40대,남성,1358,39,22194000,17422000,78.5
2024-05,정원손해보험,실손,40대,여성,1460,43,25187000,20539000,81.5
2024-05,정원손해보험,실손,50대,남성,1174,39,23925000,20213000,84.5
2024-05,정원손해보험,실손,50대,여성,1240,42,26746000,23305000,87.1
2024-05,정원손해보험,실손,60대,남성,757,27,18435000,16390000,88.9
2024-05,정원손해보험,실손,60대,여성,831,30,21084000,19359000,91.8
2024-05,해피손해보험,실손,20대,남성,1420,39,13788000,10629000,77.1
2024-05,해피손해보험,실손,20대,여성,1462,43,14556000,11401000,78.3
2024-05,해피손해보험,실손,30대,남성,1679,49,19462000,15076000,77.5
2024-05,해피손해보험,실손,30대,여성,1713,48,20818000,16835000,80.9
2024-05,해피손해보험,실손,40대,남성,1580,45,23605000,18309000,77.6
2024-05,해피손해보험,실손,40대,여성,1662,48,26327000,21162000,80.4
2024-05,해피손해보험,실손,50대,남성,1299,41,24817000,20508000,82.6
2024-05,해피손해보험,실손,50대,여성,1367,47,27304000,23613000,86.5
2024-05,해피손해보험,실손,60대,남성,851,31,19356000,16756000,86.6
2024-05,해피손해보험,실손,60대,여성,920,33,21620000,19453000,90.0
2024-05,조녁생명,종신,30대,남성,434,2,43211000,32736000,75.8
2024-05,조녁생명,종신,30대,여성,427,2,40296000,30202000,75.0
2024-05,조녁생명,종신,40대,남성,520,4,81351000,64274000,79.0
2024-05,조녁생명,종신,40대,여성,529,4,77348000,58826000,76.1
2024-05,조녁생명,종신,50대,남성,461,4,98669000,79388000,80.5
2024-05,조녁생명,종신,50대,여성,460,3,92631000,71380000,77.1
2024-05,조녁생명,종신,60대,남성,319,3,91978000,76222000,82.9
2024-05,조녁생명,종신,60대,여성,325,3,86247000,70252000,81.5
2024-05,조녁생명,종신,70대,남성,188,2,62105000,53941000,86.9
2024-05,조녁생명,종신,70대,여성,184,1,56736000,46843000,82.6
2024-05,미래라이프,종신,30대,남성,495,3,44161000,32505000,73.6
2024-05,미래라이프,종신,30대,여성,492,3,41248000,29955000,72.6
2024-05,미래라이프,종신,40대,남성,581,4,81021000,59380000,73.3
2024-05,미래라이프,종신,40대,여성,594,3,76620000,55610000,72.6
2024-05,미래라이프,종신,50대,남성,518,5,100842000,79527000,78.9
2024-05,미래라이프,종신,50대,여성,526,4,93900000,70632000,75.2
2024-05,미래라이프,종신,60대,남성,366,3,92141000,74976000,81.4
2024-05,미래라이프,종신,60대,여성,367,3,87029000,69468000,79.8
2024-05,미래라이프,종신,70대,남성,221,2,65841000,55924000,84.9
2024-05,미래라이프,종신,70대,여성,207,2,56975000,45467000,79.8
2024-05,정원손해보험,화재,30대,남성,275,2,4921000,3883000,78.9
2024-05,정원손해보험,화재,30대,여성,279,2,4925000,3821000,77.6
2024-05,정원손해보험,화재,40대,남성,406,3,9739000,7537000,77.4
2024-05,정원손해보험,화재,40대,여성,420,3,9999000,8090000,80.9
2024-05,정원손해보험,화재,50대,남성,484,4,15080000,12349000,81.9
2024-05,정원손해보험,화재,50대,여성,470,4,14751000,12335000,83.6
2024-05,정원손해보험,화재,60대,남성,364,3,15923000,13874000,87.1
2024-05,정원손해보험,화재,60대,여성,342,3,15382000,13344000,86.8
2024-05,해피손해보험,화재,30대,남성,296,2,4920000,3849000,78.2
2024-05,해피손해보험,화재,30대,여성,306,2,5060000,4065000,80.3
2024-05,해피손해보험,화재,40대,남성,439,3,9516000,7556000,79.4
2024-05,해피손해보험,화재,40대,여성,444,3,9655000,7802000,80.8
2024-05,해피손해보험,화재,50대,남성,515,4,14880000,12054000,81.0
2024-05,해피손해보험,화재,50대,여성,520,4,14776000,12294000,83.2
2024-05,해피손해보험,화재,60대,남성,394,4,16326000,14108000,86.4
2024-05,해피손해보험,화재,60대,여성,393,3,15824000,14032000,88.7
2024-06,정원손해보험,자동차,20대,남성,1378,44,142602000,123957000,86.9
2024-06,정원손해보험,자동차,20대,여성,1175,36,102589000,87948000,85.7
2024-06,정원손해보험,자동차,30대,남성,1760,47,137589000,114498000,83.2
2024-06,정원손해보험,자동차,30대,여성,1456,38,97888000,78247000,79.9
2024-06,정원손해보험,자동차,40대,남성,1653,45,118911000,95537000,80.3
2024-06,정원손해보험,자동차,40대,여성,1365,32,81670000,61705000,75.6
2024-06,정원손해보험,자동차,50대,남성,1244,35,94949000,78535000,82.7
2024-06,정원손해보험,자동차,50대,여성,1041,28,66989000,52810000,78.8
2024-06,해피손해보험,자동차,20대,남성,1494,62,138704000,148121000,106.8
2024-06,해피손해보험,자동차,20대,여성,1305,38,106345000,91055000,85.6
2024-06,해피손해보험,자동차,30대,남성,1931,53,139682000,118606000,84.9
2024-06,해피손해보험,자동차,30대,여성,1627,41,99209000,78655000,79.3
2024-06,해피손해보험,자동차,40대,남성,1787,45,118901000,96532000,81.2
2024-06,해피손해보험,자동차,40대,여성,1474,34,81576000,63351000,77.7
2024-06,해피손해보험,자동차,50대,남성,1419,39,99039000,83567000,84.4
2024-06,해피손해보험,자동차,50대,여성,1199,31,71165000,56283000,79.1
2024-06,조녁생명,어린이,0-1세,남성,544,29,32259000,29275000,90.7
2024-06,조녁생명,어린이,0-1세,여성,501,27,29663000,26455000,89.2
2024-06,조녁생명,어린이,2-5세,남성,953,47,37551000,33221000,88.5
2024-06,조녁생명,어린이,2-5세,여성,881,44,34004000,29788000,87.6
2024-06,조녁생명,어린이,6-10세,남성,1089,50,34267000,29506000,86.1
2024-06,조녁생명,어린이,6-10세,여성,971,45,30496000,26005000,85.3
2024-06,조녁생명,어린이,11-15세,남성,772,34,20806000,17393000,83.6
2024-06,조녁생명,어린이,11-15세,여성,759,34,19994000,16431000,82.2
2024-06,미래라이프,어린이,0-1세,남성,590,31,30829000,26445000,85.8
2024-06,미래라이프,어린이,0-1세,여성,565,30,29224000,25439000,87.0
2024-06,미래라이프,어린이,2-5세,남성,1091,53,37482000,31675000,84.5
2024-06,미래라이프,어린이,2-5세,여성,992,48,34956000,28874000,82.6
2024-06,미래라이프,어린이,6-10세,남성,1213,58,33428000,27185000,81.3
2024-06,미래라이프,어린이,6-10세,여성,1098,51,30684000,24994000,81.5
2024-06,미래라이프,어린이,11-15세,남성,895,39,20957000,16736000,79.9
2024-06,미래라이프,어린이,11-15세,여성,863,40,20285000,16323000,80.5
2024-06,정원손해보험,어린이,0-1세,남성,557,31,30368000,27118000,89.3
2024-06,정원손해보험,어린이,0-1세,여성,509,28,28310000,24668000,87.1
2024-06,정원손해보험,어린이,2-5세,남성,997,51,36011000,31216000,86.7
2024-06,정원손해보험,어린이,2-5세,여성,951,48,35082000,30164000,86.0
2024-06,정원손해보험,어린이,6-10세,남성,1070,50,31013000,26227000,84.6
2024-06,정원손해보험,어린이,6-10세,여성,1012,49,29724000,24841000,83.6
2024-06,정원손해보험,어린이,11-15세,남성,825,38,20456000,16867000,82.5
2024-06,정원손해보험,어린이,11-15세,여성,773,34,19045000,15584000,81.8
2024-06,해피손해보험,어린이,0-1세,남성,610,34,30983000,27187000,87.7
2024-06,해피손해보험,어린이,0-1세,여성,565,30,28453000,25391000,89.2
2024-06,해피손해보험,어린이,2-5세,남성,1065,52,35915000,30711000,85.5
2024-06,해피손해보험,어린이,2-5세,여성,1003,49,33186000,27780000,83.7
2024-06,해피손해보험,어린이,6-10세,남성,1235,57,33052000,27340000,82.7
2024-06,해피손해보험,어린이,6-10세,여성,1173,56,31662000,26768000,84.5
2024-06,해피손해보험,어린이,11-15세,남성,888,40,20356000,17201000,84.5
2024-06,해피손해보험,어린이,11-15세,여성,827,37,19213000,15936000,82.9
2024-06,조녁생명,실손,20대,남성,1270,30,13974000,10229000,73.2
2024-06,조녁생명,실손,20대,여성,1268,30,14668000,11305000,77.1
2024-06,조녁생명,실손,30대,남성,1418,35,19165000,14683000,76.6
2024-06,조녁생명,실손,30대,여성,1490,39,21433000,16838000,78.6
2024-06,조녁생명,실손,40대,남성,1350,32,23513000,17886000,76.1
2024-06,조녁생명,실손,40대,여성,1461,36,27113000,21521000,79.4
2024-06,조녁생명,실손,50대,남성,1067,30,23196000,19000000,81.9
2024-06,조녁생명,실손,50대,여성,1157,35,26594000,22403000,84.2
2024-06,조녁생명,실손,60대,남성,752,24,19408000,17177000,88.5
2024-06,조녁생명,실손,60대,여성,755,26,20539000,18377000,89.5
2024-06,미래라이프,실손,20대,남성,1357,30,13282000,9415000,70.9
2024-06,미래라이프,실손,20대,여성,1436,33,14967000,11375000,76.0
2024-06,미래라이프,실손,30대,남성,1683,39,20489000,14919000,72.8
2024-06,미래라이프,실손,30대,여성,1752,45,21996000,16657000,75.7
2024-06,미래라이프,실손,40대,남성,1525,40,23966000,17573000,73.3
2024-06,미래라이프,실손,40대,여성,1548,43,25119000,19733000,78.6
2024-06,미래라이프,실손,50대,남성,1220,36,24249000,19626000,80.9
2024-06,미래라이프,실손,50대,여성,1333,41,27045000,22671000,83.8
2024-06,미래라이프,실손,60대,남성,856,28,19610000,16617000,84.7
2024-06,미래라이프,실손,60대,여성,872,29,20751000,17661000,85.1
2024-06,정원손해보험,실손,20대,남성,1279,30,13202000,9578000,72.5
2024-06,정원손해보험,실손,20대,여성,1331,34,14657000,11176000,76.3
2024-06,정원손해보험,실손,30대,남성,1519,39,19365000,14721000,76.0
2024-06,정원손해보험,실손,30대,여성,1537,39,20695000,16270000,78.6
2024-06,정원손해보험,실손,40대,남성,1392,33,23241000,17712000,76.2
2024-06,정원손해보험,실손,40대,여성,1509,38,26211000,21051000,80.3
2024-06,정원손해보험,실손,50대,남성,1164,34,23847000,19180000,80.4
2024-06,정원손해보험,실손,50대,여성,1237,39,26288000,21816000,83.0
2024-06,정원손해보험,실손,60대,남성,745,23,18307000,15419000,84.2
2024-06,정원손해보험,실손,60대,여성,814,27,20233000,17557000,86.8
2024-06,해피손해보험,실손,20대,남성,1421,32,13432000,9858000,73.4
2024-06,해피손해보험,실손,20대,여성,1504,36,14852000,11326000,76.3
2024-06,해피손해보험,실손,30대,남성,1701,43,20043000,14902000,74.4
2024-06,해피손해보험,실손,30대,여성,1693,44,20856000,16746000,80.3
2024-06,해피손해보험,실손,40대,남성,1553,38,23183000,17914000,77.3
2024-06,해피손해보험,실손,40대,여성,1627,45,25978000,21011000,80.9
2024-06,해피손해보험,실손,50대,남성,1291,39,24590000,19930000,81.0
2024-06,해피손해보험,실손,50대,여성,1341,41,26246000,21854000,83.3
2024-06,해피손해보험,실손,60대,남성,833,27,18705000,15721000,84.0
2024-06,해피손해보험,실손,60대,여성,883,29,20579000,17916000,87.1
2024-06,조녁생명,종신,30대,남성,421,1,41979000,31107000,74.1
2024-06,조녁생명,종신,30대,여성,425,3,39439000,29213000,74.1
2024-06,조녁생명,종신,40대,남성,540,4,85927000,67337000,78.4
2024-06,조녁생명,종신,40대,여성,528,3,79131000,57891000,73.2
2024-06,조녁생명,종신,50대,남성,460,3,98276000,78680000,80.1
2024-06,조녁생명,종신,50대,여성,478,2,96943000,74257000,76.6
2024-06,조녁생명,종신,60대,남성,330,3,92278000,75627000,82.0
2024-06,조녁생명,종신,60대,여성,341,2,91153000,73021000,80.1
2024-06,조녁생명,종신,70대,남성,186,2,62680000,54168000,86.4
2024-06,조녁생명,종신,70대,여성,196,1,60734000,50319000,82.9
2024-06,미래라이프,종신,30대,남성,474,2,42222000,30632000,72.5
2024-06,미래라이프,종신,30대,여성,477,2,39690000,28032000,70.6
2024-06,미래라이프,종신,40대,남성,597,4,82353000,60780000,73.8
2024-06,미래라이프,종신,40대,여성,570,4,74653000,54253000,72.7
2024-06,미래라이프,종신,50대,남성,526,3,99014000,76885000,77.7
2024-06,미래라이프,종신,50대,여성,542,4,98454000,73323000,74.5
2024-06,미래라이프,종신,60대,남성,361,3,91535000,71894000,78.5
2024-06,미래라이프,종신,60대,여성,371,3,88347000,67952000,76.9
2024-06,미래라이프,종신,70대,남성,210,2,61138000,50279000,82.2
2024-06,미래라이프,종신,70대,여성,208,2,57432000,45668000,79.5
2024-06,정원손해보험,화재,30대,남성,272,1,4935000,3583000,72.6
2024-06,정원손해보험,화재,30대,여성,266,1,4806000,3672000,76.4
2024-06,정원손해보험,화재,40대,남성,399,1,9640000,7353000,76.3
2024-06,정원손해보험,화재,40대,여성,401,1,9574000,7147000,74.7
2024-06,정원손해보험,화재,50대,남성,457,1,14575000,11106000,76.2
2024-06,정원손해보험,화재,50대,여성,474,1,14953000,11647000,77.9
2024-06,정원손해보험,화재,60대,남성,344,1,15098000,12432000,82.3
2024-06,정원손해보험,화재,60대,여성,355,1,15945000,13454000,84.4
2024-06,해피손해보험,화재,30대,남성,300,1,4864000,3624000,74.5
2024-06,해피손해보험,화재,30대,여성,293,1,4893000,3752000,76.7
2024-06,해피손해보험,화재,40대,남성,449,1,9731000,7476000,76.8
2024-06,해피손해보험,화재,40대,여성,436,1,9607000,7398000,77.0
2024-06,해피손해보험,화재,50대,남성,532,2,15553000,12291000,79.0
2024-06,해피손해보험,화재,50대,여성,529,2,15294000,12277000,80.3
2024-06,해피손해보험,화재,60대,남성,383,1,15493000,12996000,83.9
2024-06,해피손해보험,화재,60대,여성,403,1,16235000,13483000,83.0
2024-07,정원손해보험,자동차,20대,남성,1331,36,135726000,113114000,83.3
2024-07,정원손해보험,자동차,20대,여성,1129,29,98117000,80141000,81.7
2024-07,정원손해보험,자동차,30대,남성,1805,40,137932000,107550000,78.0
2024-07,정원손해보험,자동차,30대,여성,1513,32,99382000,74068000,74.5
2024-07,정원손해보험,자동차,40대,남성,1601,36,115512000,87256000,75.5
2024-07,정원손해보험,자동차,40대,여성,1382,26,84626000,62702000,74.1
2024-07,정원손해보험,자동차,50대,남성,1284,29,97289000,75452000,77.6
2024-07,정원손해보험,자동차,50대,여성,1097,25,71789000,55774000,77.7
2024-07,해피손해보험,자동차,20대,남성,1517,57,139938000,143477000,102.5
2024-07,해피손해보험,자동차,20대,여성,1248,33,98333000,81600000,83.0
2024-07,해피손해보험,자동차,30대,남성,1898,43,136484000,111017000,81.3
2024-07,해피손해보험,자동차,30대,여성,1682,39,104203000,79893000,76.7
2024-07,해피손해보험,자동차,40대,남성,1859,42,121778000,95648000,78.5
2024-07,해피손해보험,자동차,40대,여성,1551,30,86631000,64490000,74.4
2024-07,해피손해보험,자동차,50대,남성,1424,33,99721000,80383000,80.6
2024-07,해피손해보험,자동차,50대,여성,1221,24,72221000,56404000,78.1
2024-07,조녁생명,어린이,0-1세,남성,549,28,32492000,28426000,87.5
2024-07,조녁생명,어린이,0-1세,여성,500,25,29108000,25728000,88.4
2024-07,조녁생명,어린이,2-5세,남성,916,43,35255000,30590000,86.8
2024-07,조녁생명,어린이,2-5세,여성,910,42,36216000,30452000,84.1
2024-07,조녁생명,어린이,6-10세,남성,1042,48,32750000,26974000,82.4
2024-07,조녁생명,어린이,6-10세,여성,1006,45,31077000,25396000,81.7
2024-07,조녁생명,어린이,11-15세,남성,778,31,21083000,17549000,83.2
2024-07,조녁생명,어린이,11-15세,여성,750,32,20309000,16701000,82.2
2024-07,미래라이프,어린이,0-1세,남성,602,32,31987000,27343000,85.5
2024-07,미래라이프,어린이,0-1세,여성,573,29,29494000,24551000,83.2
2024-07,미래라이프,어린이,2-5세,남성,1073,52,37233000,31169000,83.7
2024-07,미래라이프,어린이,2-5세,여성,991,46,34176000,27976000,81.9
2024-07,미래라이프,어린이,6-10세,남성,1174,51,31940000,26156000,81.9
2024-07,미래라이프,어린이,6-10세,여성,1138,50,31524000,24662000,78.2
2024-07,미래라이프,어린이,11-15세,남성,901,38,21514000,17411000,80.9
2024-07,미래라이프,어린이,11-15세,여성,824,35,19398000,15261000,78.7
2024-07,정원손해보험,어린이,0-1세,남성,562,29,31514000,26882000,85.3
2024-07,정원손해보험,어린이,0-1세,여성,534,28,29527000,25404000,86.0
2024-07,정원손해보험,어린이,2-5세,남성,981,45,36374000,30725000,84.5
2024-07,정원손해보험,어린이,2-5세,여성,948,45,35346000,29323000,83.0
2024-07,정원손해보험,어린이,6-10세,남성,1073,48,30966000,25185000,81.3
2024-07,정원손해보험,어린이,6-10세,여성,1019,45,29607000,24170000,81.6
2024-07,정원손해보험,어린이,11-15세,남성,801,34,19847000,15958000,80.4
2024-07,정원손해보험,어린이,11-15세,여성,774,32,19662000,15611000,79.4
2024-07,해피손해보험,어린이,0-1세,남성,623,31,31904000,28090000,88.0
2024-07,해피손해보험,어린이,0-1세,여성,568,30,29162000,25337000,86.9
2024-07,해피손해보험,어린이,2-5세,남성,1087,49,36837000,31628000,85.9
2024-07,해피손해보험,어린이,2-5세,여성,1053,48,35197000,29819000,84.7
2024-07,해피손해보험,어린이,6-10세,남성,1248,57,33411000,27274000,81.6
2024-07,해피손해보험,어린이,6-10세,여성,1129,50,30316000,24488000,80.8
2024-07,해피손해보험,어린이,11-15세,남성,910,39,21350000,17332000,81.2
2024-07,해피손해보험,어린이,11-15세,여성,838,35,19502000,15968000,81.9
2024-07,조녁생명,실손,20대,남성,1262,27,14174000,10548000,74.4
2024-07,조녁생명,실손,20대,여성,1329,28,15694000,11775000,75.0
2024-07,조녁생명,실손,30대,남성,1436,33,19679000,14714000,74.8
2024-07,조녁생명,실손,30대,여성,1544,35,22103000,17168000,77.7
2024-07,조녁생명,실손,40대,남성,1335,28,23535000,17584000,74.7
2024-07,조녁생명,실손,40대,여성,1388,35,25866000,20332000,78.6
2024-07,조녁생명,실손,50대,남성,1125,29,24991000,20096000,80.4
2024-07,조녁생명,실손,50대,여성,1141,31,26764000,22290000,83.3
2024-07,조녁생명,실손,60대,남성,755,22,19544000,16953000,86.7
2024-07,조녁생명,실손,60대,여성,808,25,21999000,19717000,89.6
2024-07,미래라이프,실손,20대,남성,1370,27,13384000,9229000,69.0
2024-07,미래라이프,실손,20대,여성,1463,31,15108000,11270000,74.6
2024-07,미래라이프,실손,30대,남성,1671,33,19917000,14374000,72.2
2024-07,미래라이프,실손,30대,여성,1694,39,21030000,15647000,74.4
2024-07,미래라이프,실손,40대,남성,1543,36,24449000,17531000,71.7
2024-07,미래라이프,실손,40대,여성,1554,38,25810000,19880000,77.0
2024-07,미래라이프,실손,50대,남성,1232,33,24334000,18721000,76.9
2024-07,미래라이프,실손,50대,여성,1342,39,26949000,21653000,80.3
2024-07,미래라이프,실손,60대,남성,813,23,18844000,15731000,83.5
2024-07,미래라이프,실손,60대,여성,863,26,21000000,18085000,86.1
2024-07,정원손해보험,실손,20대,남성,1334,26,14048000,10208000,72.7
2024-07,정원손해보험,실손,20대,여성,1410,30,15351000,11383000,74.2
2024-07,정원손해보험,실손,30대,남성,1566,32,19591000,14445000,73.7
2024-07,정원손해보험,실손,30대,여성,1596,37,21387000,16010000,74.9
2024-07,정원손해보험,실손,40대,남성,1444,34,23781000,17862000,75.1
